FilmID,ReviewID,SentenceID,Sentence,Label
26,3,55,ima li ovaj čovjek iz naslova filma nacionalnost?,1
28,3,7,"osgood perkins svoju filmsku karijeru započeo je kao glumac i to u ulozi mladog normana batesa u filmu psiho ii (psycho ii, 1983.).",1
28,3,49,"svaki njegov kadar je prava noćna mora koja nikoga ne štedi… a, to je naprosto predivno!",0
26,1,17,"i dok kamera konstantno prikazuje gorana bogdana, dok se mladić opire, odjednom se sa samog kraja kupea javlja čovjek koji ovom oficiru govori da prestane maltretirati mladića.",1
12,7,48,film je apsolutno ispunio neka moja očekivanja te vrijedi odlaska u kino.,0
33,1,50,hladnoća je paradigma i za ovisnost glavnog lika.,1
11,3,35,"osim toga, film je vizualno zaista prelijep (izuzev povremeno previše naglašenog bokeha (način fotografiranja u kojemu je izoštren samo objekt, a pozadina zamućena, op.a.), ali to je bio umjetnički izbor i stvar ukusa).",0
17,5,12,"justice smith, kojeg publika može prepoznati iz jurassic world: fallen kingdom ili detective pikachu, glumit će čarobnjaka po imenu simon.",1
23,2,21,"pametno napisana, maestralno režirana, duhovito odglumljena prva polovica filma rastura i jedino što sam želio jest da traje što duže.",0
12,1,40,"jer, dok s jedne strane gledamo intimnost odnosa, odnosno privrženost koju je napoleon imao prema supruzi josephine, s druge (ratne) strane upoznajemo monstruma čija je želja za moći uzrokovala toliko boli, patnje i smrti milijuna ljudi.",1
12,3,7,"treći redateljski veteran koji se najmanje spominje, ali je iznimno aktivan je ridley scott.",1
33,1,44,"međutim, unatoč monumentalnosti, sirova gradnja i stilovi bauhaus-a i/ili brutalizma upravo mogu emitirati hladnoću, što je vjerojatno i bila namjera redatelja corbeta.",1
12,1,28,"umjesto toga, scott kroz film cijelo vrijeme pokušava poput kirurga doprijeti u napoleonov mozak, odnosno misli koje se kriju ispod onog divovskog šešira, i to tako da poput metka izbjegava uobičajene herojske slike, pobjedničke klišej govore, odnosno sve uobičajene konvencije biografskog filma.",1
17,1,19,"osim obiteljske drame u neverwinteru, edgin i družina uplest će se u sukob s mračnim i moćnim crvenim čarobnjacima iz zemlje thay koji žele preuzeti kontrolu nad svijetom.",1
3,1,39,tako o odnosu davida i benjija u djetinjstvu saznajemo tek toliko da se pojasni zašto među njima postoje tenzije u sadašnjosti.,2
35,1,10,"s obzirom na to da je mjesto radnje aljaska možda se gledatelja i moglo uvjeriti kako je riječ o jedinom mogućem prijevozu, ali negdje u finalu filma kao pratnja se pojavljuje vojni avion.",1
8,2,41,izostalo je svako senzacionalističko preglumljivanje a umjesto toga gledamo doista dirljive emotivne i prirodne glumačke reakcije (izvedbe).,0
14,5,11,"the guardian u recenziji filma navodi da sugerira sekularnu verziju 21. stoljeća: prošli životi protagonista su njihovo djetinjstvo, sačuvano i uzvišeno u njihovom sjećanju i modernim komunikacijama.",1
10,1,23,pristup koji treba pozdraviti jer čitavoj priči daje dozu autentičnosti i uvjerljivosti.,0
12,7,33,taj moment scott preslikava na vrhunac filma - sudobonosni sukob napoleona s cijelim tadašnjim svijetom kod waterlooa i tu napoleon pokušavajući pomalo očajnički motivirati svoje vojnike za posljednji okršaj spominjući: „...sjetite se austerlitza heroji moji ...“ kao da nam u tom trenutku sotto voce ridleya scotta kaže kako je ovo labuđi pjev/neumitni kraj junaka filma.,1
11,1,37,"novi film redatelja alexa garlanda subverzivan je, uznemirujući i provokativan film koji prikazuje najmračnije moguće posljedice trenutnog stanja u američkom društvu.",0
7,2,14,te kako nikada ne smije priznati poraz.,1
8,2,20,"njihovu misiju s broda prati craig (mark bonnar), nadzornik ove ronilačke misije.",1
12,4,18,on nam daje nesreću bitke kod austerlitza koja puca kao led i ogromnu krajoliku waterlooa koja se dimi.,2
12,3,34,slavu i mjesto u povijesti napoleon je izgradio vojnim vještinama i taktičkim odlukama koji su odlučivale velike povijesne bitke.,1
7,3,5,"tek pod cohnovim mentorstvom, razvija se njegov karakter osobe koja misli da je iznad zakona.",1
9,2,17,"mercedova anya je inteligentna, pronicljiva i oprezna prema novim ljudima, ali se na kraju opusti.",1
32,1,63,"a u tim prekrasnim noćima, u zadimljenim disko klubovima ili bolje na šetnicama i plažama, najbolje uz bezalkoholne koktele i bez cigareta, većina muških gledatelja žudi za njom (nekom verzijom ane de armas) i traži da ne ode od nas, jer želimo biti zavedeni (a one hoće isto što i mi)…",1
17,1,4,"vrlo brzo shvatio sam zašto je dnd jedna od najpopularnijih stolnih igara svih vremena, s impresivnom bazom od 13 milijuna aktivnih igrača.",0
12,1,44,upravo je zbog toga napoleon u josephine vidio sigurnost i moć koja mu je bila toliko potrebna.,1
20,3,4,nagovještava se da bi se antijunak toma hardyja mogao susresti s voljenim spider-manom.,1
12,4,27,"kao da je scott ponovno pogledao vlastitog gladijatora, film koji mu je unio ljubav prema krvoproliću starog svijeta, i shvatio da najzanimljiviji lik nije maximus nego phoenixov tašti, ogorčeni commodus.",1
36,1,15,obiteljske su veze zamišljene kao temelj filma – odnos blakea i oca otvaraju film.,1
3,1,2,"ovo je za njega vrlo osoban projekt koji propitkuje njegov odnos prema svijetu u ulozi davida, osobe od krvi i mesa, ali i u ulozi židova, s obzirom da je judaizam inherentni dio njegove osobnosti.",1
10,3,15,za to su djelomično zaslužni i speany i jonsson koji svojim izvedbama unose dovoljno života da za njihove likove iskreno i navijamo.,0
34,1,12,u početku filma predsjednik thaddeus predlaže novom kapetanu okupljanje novih osvetnika.,1
20,4,16,"rijetko je da konačni film doista izgleda tako i, da, postoje teaseri za potencijalne budućnosti u ovom svemiru simbiota, ali uspijeva biti zadovoljavajući završetak ovog određenog luka za eddieja i venoma.",0
12,2,13,uzbuđenje je još više naraslo kada smo saznali kako ćemo u ulozi napoleona gledati jednog od najboljih glumaca današnjice – joaquina phoenixa.,0
18,1,4,i sam friedkin shvatio je da je upravo “the exorcist” film zbog kojeg će njegovo ime ostati upamćeno u povijesti te mu se u posljednje vrijeme sve češće vraća.,1
10,6,25,"također, ovdje se pojavi jedan dobar stari lik, ovoga puta zvan rook (ian holm).",0
3,1,5,žanrovski je stvarna bol vrlo polivalentan film.,1
9,2,40,"to je nalet vizija, vizija u stvarnom vremenu, ponavljanje koje dezorijentira i cassie i gledatelja.",1
33,1,104,"tako je odbio prostitutku na početku, izbjegavao je bliži kontakt sa molnarovom ženom (što opet nije pomoglo), teško ulazi u intimu sa vlastitom suprugom pa tako odbija i one night stand-ove, u jazz klubovima, na zabavama itd. (barem ono što gledatelji vide).",1
33,1,62,"ali da bi se njih dvojica susreli, potrebno je prvo da supruga tothovog rođaka molnara (koji je promijenio prezime u univerzalni oblik – miller), koja je katolkinja (iako je većina u americi protestantske denominacije) suptilno predloži izbacivanje gosta iz kuće.",1
38,2,9,"supruga jacoba glumi antonio banderas, koji je cijenjeni kazališni redatelj, dakle, još jedan lumen, samo na svoju stranu.",1
9,2,19,to su mlade žene koje s cassie dijele iskustvo napuštenosti i prisiljene brinuti se same za sebe.,1
6,2,37,u filmu također vidimo likove na setu da se ponašaju kao obitelj.,0
5,3,2,"u želji da roditeljima pomogne u izboru dječjih filmova u kinima, najsretnija beba hrvatska pruža preporuke za kids friendly filmove.",1
32,1,59,"nije ovo prvi film, koji opisuje ženu na takav način (gdje ona odrasta pred svojim i našim očima, prolazeći kroz razna iskustva, ali bez „orgazma“), ali je svakako osvježenje na kino repertoaru, unatoč scenarističkim manama.",1
2,2,7,"udala se za marka darcyja, emocionalno suzdržanog odvjetnika specijaliziranog za ljudska prava s kojim je dobila dvoje djece – sina billyja i kći mabel te lijepu kuću smještenu u sjevernom londonu.",0
12,1,23,treba napomenuti kako ridleyu ovo nije prvi „susret“ s napoleonom.,1
11,1,17,vizualnost je znak raspoznavanja filmova alexa garlanda – “građanski rat” nije iznimka.,1
10,4,31,"naravno, romulus donosi i svoje nove igračke i trikove, od kojih je najznačajnija nulta gravitacija.",1
12,7,40,od glumaca svakako treba istaknuti sad već neku vrstu rutinerske izvrsne i upečatljive glume joaquine phoenixa.,0
12,4,3,"no središte ove povijesne lekcije, idiosinkratičko središte filma je izvedba joaquina phoenixa u naslovnoj ulozi.",1
1,1,5,"osobno sam veliki ljubitelj kreativnosti, posebice po tom pitanju, tako da mi je upravo takav tajanstveni teaser dovoljno zaokupio pažnju, uz neizostavnu želju za daljnjim zavođenjem.",0
16,2,1,"početak kraja za fast & furious serijal, odnosno jedna trećina kraja jer publika dobija cijelu trilogiju od posljednjeg izdanja u franšizi.",1
26,1,63,"neće ga pamtiti ni slučajni šetači, jer nema ni groba ni znamena.",1
38,2,42,"ujedno, seksualno ponašanje nicole kidman na krevetu s antoniom banderasom podsjeća na ponašanje iste nicole s colinom farrellom u filmu “ubojstvo svetog jelena”.",1
28,3,19,perkins odmah kreće s poigravanjem s perspektivom.,1
12,2,9,"no, duh napoleona kao da je uvijek bio prisutan među hollywoodskim redateljima, ali malo se tko uistinu želio obračunati s poznatim osvajačem na filmskom platnu.",1
10,6,32,pogotovo u kombinaciji s praktičnim efektima koji još jednom nose film.,0
10,1,1,"iako je imao izlete u druge žanrove (što nas ne ubije), znak raspoznavanja iliti pogonsko gorivo redateljske karijere urugvajskog filmaša fedea alvareza je horor.",1
17,3,10,"dungeons and dragons: honor among thieves čista je zabava od početka do kraja, a počinje opsežnim izlaganjem retrospektiva začinjenim s puno blesavosti.",0
26,3,19,"poduhvaćanje umjetničkog suočavanja s tim bolnim, neuralgičnim točkama, međutim, dokazuje da i u hrvatskoj imamo autore koji nastoje potaknuti mentalizaciju i empatiju.",1
31,1,16,"u još jednom atipičnom potezu koji je zapravo potez genijalca, zilbalodis je odlučio da životinje ne govore, na što isto – uglavnom – nismo navikli.",0
26,3,28,"no, krenimo ipak od filmskih momenata cijelog ovog „slučaja“.",1
24,2,23,"takvih scena nema puno, za nabrojati na prste jedne ruke, no kad se pojave u filmu zaista se osjeti ta posveta originalu.",0
12,4,25,"kao povijesni teatar, njegov napoleon je aerodinamičan do pogreške, zgnječivši nekih 30 godina u super rez incidenta.",1
8,2,35,na to sve ne treba gledati kao na veliku manu jer se redatelj perkins pokazao kao pravi majstor.,0
2,2,11,"nisam očekivala da ću plakati, ali u nešto više od dva sata, barem sam pet puta morala brisati suze.",0
10,6,48,samim time daje počast resurecctionu i njegovoj premisi dok stvara nešto svoje.,0
21,1,4,kvantiteta ne znači kvalitetu – malo je recentnih remakeova koji mogu dobiti prolaznu ocjenu.,2
19,1,5,"prije svega, nosio ga je momoa koji je od stripovskog lika koji jaše na morskom konjicu i nosi tajice uspio stvoriti cool junaka kojeg su djeca i odrasli obožavali.",0
10,6,28,samo je pitanje kome?,1
12,3,30,bitke kod austerlitza i posebno ona kod waterlooa u trenucima izgledaju impresivno i vjerno prikazuju brutalnost ratnog sukoba.,0
12,6,12,"scarpa i scott se tu oslanjaju na klišej da je njihova kuća dinamika zapravo obratna onoj koju su javno pokazivali, odnosno da je joséphine svog čovjeka pratila u javnosti sve do krunidbe, ali da je kod kuće zapravo ona vukla konce dok se napoleon bavio vojnim i političkim kampanjama.",1
28,3,46,"za mnoge će film scenarista i redatelja osgooda perkinsa izgledati kao film koji je izvučen ravno iz pakla koji prikazuje pravo, istinsko zlo poput primjerice filma noć vještica (halloween,1978.) majstora horor filmova johna carpentera.",1
20,2,2,"od izlaska prvog djela 2018. godine, mišljenja o cijelom ovom projektu su izuzetno podijeljena.",1
12,1,3,"no, kada su u pitanju filmovi brojka je neusporedivo manja.",1
32,1,57,"umjesto homerove „odiseje“ zato gledamo pojedinačnu i nostalgičnu odiseju jedne zanimljive žene, koja je na kraju ostala kao penelopa (parthenope kao penelopa (cruz?)), tj. nije dočekala svog odiseja, a prosaca je svakako bilo (na felinijevski – voglio una donna! – način)",1
6,3,12,seavers ljubi lijepu snimateljicu jody moreno – jody i colt rade na novom filmu u kojem je glavna glumačka zvijezda priglup i umišljeni tom ryder.,1
29,1,22,glumci koji su posudili glasove psima koje gledamo u filmu vrlo dobro su pogođeni s obzirom na fizionomiju i karakter pasa.,0
26,3,35,ponajvećma se to vidi kod mladića milana (silvio mumelaš) koji sjedi nasuprot.,1
2,1,9,"“luda za njim” je film sazrijevanja, žalovanja, nostalgije i nade.",1
10,1,4,nakon filma alvarez je napravio izlet u svijet serija (epizoda “od sumraka do zore”) da bi 2016. godine stigao najveći hit dosadašnje redateljeve karijere – ne diši je postigao ogroman komercijalan uspjeh (10 milijuna uloženih u film donijelo skoro 160 milijuna zarade na svjetskim kino blagajnama).,0
2,1,25,i tu sad ima spojlera ako nastavim.,1
37,1,13,"npr., u to desetljeće je ušao kao suradnik na scenariju za legendarnog pattona.",1
8,1,12,"kao što su događaji i njihove posljedice koje opisuje film neobični i drugačiji, tako je i priča oko realizacije “posljednjeg udaha” različita od filmova koji se mogu pronaći na programu kina.",1
28,2,25,tu je i sugestibilna glazba koja vas potrese poput struje.,1
11,2,22,"ali dobar dio strave u filmu proizlazi iz činjenice da je scenarij koji prikazuje sasvim moguć, pa možda čak i izgledan u ne tako dalekoj budućnosti.",0
19,2,6,"nakon što je postao kralj atlantide,  arthur curry bavi se dosadnim birokratskim poslovima.",1
20,1,12,ljubitelji prethodnih venom filmova vjerojatno će uživati u završnom poglavlju trilogije.,0
8,1,25,"“posljednji udah” možda je i najugodnije ovogodišnje kino iznenađenje – nevjerojatna priča o snazi volje za životom i preživljavanjem, požrtvovnosti i, na kraju priče, ljubavi i prijateljstvu vješto kombinira žanrove i od prvih scena povezuje gledatelja s pričom.",0
17,2,16,pitanje je hoće li na blagajnama zaraditi dovoljno da opravdaju ulaganje u potencijalnu franšizu.,1
38,2,8,"druga kćer je pak čista suprotnost, razigrana, hiperaktivna.",1
5,2,15,"predrasude i njihovo razbijanje vode nas, u konačnici, do glavne teme filma, a to je „reprogramiranje“, odnosno ponašanje suprotno programu.",1
10,5,9,"suočeni s neizbježnim prijetnjama, glavni likovi bore se da održe međusobnu vjeru i suradnju dok se istovremeno suočavaju sa svojim unutarnjim strahovima.",1
14,1,36,"zahvaljujući odličnim glumačkim izvedbama i stvarnom pričom, ""prošle živote"" trebate pogledati za ovoga života.",0
28,4,16,"u misterioznom horor trileru sakupljač duša, maika monroe glumi “agenticu fbi-a lee harker kojoj je dodijeljen neriješeni slučaj serijskog ubojice (nicolas cage) koji poprima neočekivane zaokrete, otkrivajući dokaze okultnog. harker otkriva osobnu vezu s ubojicom i mora ga zaustaviti prije nego ponovno napadne.”",1
3,1,40,tako o holokaustu saznajemo tek toliko da benjijeve suze imaju smisla.,2
17,1,26,"kroz nešto više od dva sata čast lopova provest će vas kroz vrtuljak na kojem će vas neprestano zasipati humor, akcijske sekvence i domišljate izmjene replika šarolike glumačke postave.",0
9,2,9,ni ne zna da joj je las arañas podario vidovitost koja će je navesti da usvoji leglo drugih paukova koji također nemaju mrežu koju bi mogli nazvati domom.,1
32,2,23,ona može istovremeno biti gotovo nestvarna i daleka a opet jedna među nama (ali ne nužno “jedna od nas”).,1
37,1,61,"nažalost, niti specijalni efekti (s obzirom na solidni budžet i koketiranje sa sf žanrom) nisu uopće na razini.",2
13,5,4,"ipak, anatomija pada dobitnik je prestižne filmske nagrade zlatna palma, a osim europske pobjede u cannesu, anatomija je nominirana u nekoliko glavnih kategorija u predstojećoj dodjeli oscara, uključujući i nominaciju za najbolji film.",1
8,2,30,"prije svega, to se odnosi na glavnu ronilačku trojku.",1
38,2,10,"film počinje i završava njihovim odnosom, samo što postoje velike razlike između jednoga i drugoga.",1
17,4,35,"ali i emocije, dobar humor te poučnu priču.",0
18,1,10,takvi postupci djeluju kao izravno vrijeđanje silnog broja žrtava koje su to zlostavljanje trpjele.,2
22,2,12,prava strava nije duh.,1
3,1,13,"david je neurotični, iznimno zreli, promišljeni poslovni čovjek iz new yorka koji ima suprugu i dijete koje voli i koji racionalno pristupa ovom putovanju.",1
39,1,4,"“povratak kralja” završio je trilogiju, ali priče iz međuzemlja nisu završile.",1
21,1,28,ovogodišnja je “vrana” još jedan remake koji odlazi u brzi zaborav.,2
12,1,12,ovaj film vam svakako mora biti na listi prioriteta i to prvenstveno radi ratnih scena koje su za mene jedne od najbolje snimljenih i ikada viđenih na filmu.,0
39,1,1,godine 2003. premijerno je prikazan završni dio filmske ekranizacije trilogije “gospodar prstenova“.,1
4,1,23,"je li njegova vizija tek to, vizija.",1
12,4,16,"film nasmijava njegove propuste u samosvijesti, kako se previše buni zbog vlastite nesigurnosti i ambicija.",1
12,1,24,"naime, prethodno je snimio film „the duellists“ iz 1977. godine čija se radnja događa upravo u doba napoleonskih ratova, ali njegova prava bitka s napoleonom ipak je stigla nekoliko desetljeća kasnije.",1
10,1,19,kada je riječ o napetosti i neizvjesnosti “romulus” je inferioran “alienu” i “aliensu” – redatelj pokušava nadoknaditi nedostatak napetosti i iznenađenja novim rješenjima (bestežinski obračun…) i krvavijim scenama.,2
9,1,14,"i dok je leto glumio kao da sutra ne postoji i otišao u jednu krajnost svojim uznemirujućim pristupom method acting, johnson je otišla u drugu krajnost – ona pak glumi kao da je netko koga su pozvali s ulice da odglumi jednu scenu i da će za to dobiti nevjerojatno veliku svotu, na primjer 500 dolara.",2
4,1,13,"pa ipak, to im uspijeva i stvaraju jedan malen, ali zabavan presjek vremena u kojem su na snazi još uvijek snažni zakoni o (auto)cenzuri televizijskog sadržaja i kroz nešto manje od 100 minuta prikazuju 90 minuta prije same premijere jednog od najvažnijih događaja u svijetu komedije.",0
6,1,19,"jer, snobovskim riječnikom rečeno, akcija ipak nije umjetnost kao recimo, štajaznam, gledanje stolice u dnevnom boravku preko dva sata koja se na kraju, vidi umjetnosti, na kraju izvrne na pod.",2
29,1,7,reggie je uvjeren kako je gazdin ljubimac s kojim se doug redovito igra – istina je malo drugačija.,1
35,1,3,vjerojatno najveći razlog zbog kojeg će se ljubitelji filma odlučiti za gledanje “rizičnog leta” je redatelj.,1
12,1,92,"najbolji primjer je napoleonov odnos prema rusiji, a što je, složit ćete se, jako bitan dio njegovog života.",1
37,1,3,"apokalipsu nikad nisam gledao kao (klasični) ratni film, jer ona to jednostavno nije.",1
37,1,63,"naravno, bilo je mogućnosti da se neke stvari bolje prikažu, npr. već spomenuta priča oko pada sovjetskog satelita imena „kartaga“ (a kartagu trebamo uništiti!, kako je govorio zaratustra, pardon – katon stariji).",1
29,2,5,"odlučni u potrazi za osvetom, reggie, bug i bugovi prijatelji — maggie, pametna australska ovčarka koju je njen vlasnik zanemario zbog novog psića, i hunter, tjeskobna njemačka doga koja je pod stresom zbog svog posla kao životinja za emocionalnu potporu—zajedno kuju plan i upuste se u epsku avanturu kako bi pomogli reggieju da pronađe put kući… i natjera douga da plati odgrizajući stvar koji voli najviše.",1
12,2,1,"točno dvije godine nakon smrti stanleya kubricka snimljen je izvrstan dokumentarac pod nazivom „stanley kubrick: a life in pictures“, redatelja jana harlana.",0
28,4,3,"s obzirom na marketing, od nadolazećeg filma scenarista i redatelja oza perkinsa očekuje se da ispuni očekivanja koja su prilično velika na polju horora.",1
24,2,31,"to ima smisla u scenama gdje je ta svjetlina ironična, no filmu sveukupno fali te neke tame iz originala.",2
13,1,16,"svaki detalj iz sandrinog i samuelovog braka vrlo brzo postat će bitan u sudskom postupku, a svaka prešućena ili zaboravljena sitnica mogla bi prevagnuti na osuđujuću ili oslobađajuću stranu.",1
2,1,6,emotivnost je ključ ovog nastavka.,1
39,1,7,"najskuplja serija u povijesti više je komentara i pažnje privukla zbog utjecaja woke ideologije na radnju i protagoniste nego zbog priče, glume ili likova.",2
8,2,7,"kao uvod u ovu priču treba navesti da pod morem postoje kilometri i kilometri plinovoda i ostalih cijevi, koje se protežu kroz crne morske dubine.",1
9,2,42,"ravnatelj s.j. clarkson posuđuje neke stilske izbore iz svog rada na netflixovoj anatomiji skandala: korištenje leća s dioptrijom i nekih praktičnih vratolomija (koje su se činile malo previše apstraktnim za jednostavnu pravnu dramsku seriju) ovdje funkcionira kako bi se komunicirala cassiena vidovitost, mucanje i usporavanje radnje na ekranu oponašati način na koji zalutala misao ili sjećanje prolaze kroz um.",1
33,1,76,"tek nakon 1 sata i 57 minuta, scenarij donosi susret totha i njegove supruge erzsebet (elizabeth).",1
33,1,107,"također je pamtljiva scena kada hrabra i ponosna erzsebet – bez invalidskih kolica, ovaj put sa hodalicom – upada na posjed i prekida bezbrižnu obiteljsku večeru bogatih snobova, uz univerzalnu poruku j’accuse…!",1
15,2,5,"film iz 2018. bio je raskoš akcijskog blokbastera u svom najboljem izdanju, pružajući nam napade morskih pasa, blaga uzbuđenja i osjećaj otkrića u kojem su svi mogli uživati.",0
11,3,37,"inače nisam fan masovnih scena borbe, ali u ovom slučaju je režirana fantastično, s izmjenama između šireg prikaza konflikta i fokusa na likovima koji pokušavaju izvući živu glavu.",0
26,2,17,"nije ovo tip scene kakve već gomilu puta nismo vidjeli u filmovima u kojima se junaci napokon nađu na ""testu života"", ali istinita pozadina osjetno povećava uloge i cijeloj epizodi daje posebnu težinu, jer život ima naviku iznenada vas staviti u situacije koje će na površinu izvući ""ono od čega ste stvoreni"".",1
10,5,22,"neki su kritičari već rekli da ovaj film vraća sjaj žanru, stvarajući kombinaciju starog i novog koja će zadovoljiti kako stare fanove, tako i novu generaciju gledatelja.",0
5,1,24,"ovo zaokružuje drugi podtekst filma, fokusirana analogija za snimanje filmova u hollywoodu i stvaranje umjetnosti unutar studijskog sustava.",1
22,2,21,"drugim riječima, soderbergh nas suočava s temama koje svaki pojedinac radije želi preskočiti – nesuglasice u međusobnim odnosima, neprežaljena tuga, osobni moral i mogućnošću da “nismo sami” i da postoji nešto nadnaravno.",1
17,5,38,to ismijavanje muškosti glavnog junaka je vrlo cinično tokom cijelog filma.,2
28,3,13,"no, ovaj slučaj vuče ju sve dublje i dublje, u doslovni i figurativni pakao iz kojeg mora pobjeći prije nego što se krvoproliće ponovno dogodi.",1
38,2,41,na kraju oboje završavaju na plesnom podiju u strastvenom poljupcu i potom tko zna gdje.,1
26,1,29,"međutim, slijepčević nas „vara“ kroz cijeli film.",1
22,2,32,"kao što je već rečeno, žanrovski je tek djelomično vezan za horor.",1
17,2,4,"tu treba ubrojiti i “dungeons & dragons”, koncept koji se neslužbeno i službeno pokušava prebaciti na veliki ekran još od osamdesetih, premda se s razlogom rijetko tko još sjeća naslova poput “mazes and monsters” s vrlo mladim tomom hanksom u jednoj od glavnih uloga iz 1982., ili da je “krull” objavljen godinu dana kasnije s također mladim liamom neesonom bio spominjan kao sadržaj vezan za popularnu igru.",1
33,1,39,"doduše, nije to samo njegov san, jer građevina koju je arhitekt bauhaus-a (profesionalac, stručnjak, koji teško preživljava u americi, iako je valjda preživio najteže životne epizode) trebao izgraditi, je zapravo bila san fiktivnog bogataša (i ljigavog snoba) – harrisona  lee van burena (solidni guy pearce u filmu evocira predsjedničko ime, kao i njegov filmski sin harry, jer slično su zvali i predsjednici sad-a – martin van buren, benjamin harrison i harry truman –  te je počinitelj kaznenog djela, koji možda može pokušati sakriti tragove svog nedjela, ali ne znači da će se izvući).",1
12,1,77,"naprosto, svaka je bitka drugačije postavljena i svaka posebno zadivljuje.",0
7,1,26,hoće li john iz pennsylvanije promijeniti svoj glas zbog ovog filma?,1
11,3,32,"a takav pogled na medije ne ostavlja prostora za bilo kakav potencijal fotografije da pokaže istinu, a kamoli da ljude natjera da promijene trenutne postavke koje su i dovele do takvog užasa.",2
39,1,3,"povijest kojoj se većina ljubitelja filma (i knjiga) rado vraća – posebno nakon izlaska redateljskih, produženih verzija filmova.",1
32,2,25,ovaj film je prva velika filmska uloga za della porte.,1
9,2,23,ali za to biste se morali jako potruditi.,2
35,1,6,"priča filma počinje uhićenjem – negdje na aljasci uhićen je winston, mafijaški knjigovođa koji se, nakon uhićenja, želi nagoditi.",1
12,7,39,"da ne zaboravim, glumački performans je jednako impresivan kao i dirigentska palica ridleya scotta pri dinamičkom vođenju kroz film ... koji unatoč dužini trajanja nije otjerao današnju generaciju klinaca da izađu iz kina već da prikovani uz platno pričekaju sam kraj.",0
12,6,4,"ridleyu scottu se ipak mora odati priznanje da je makar pokušao, savršeno znajući u što se upušta, a to može vidjeti i zagrebačka publika s obzirom da je ""napoleon"" upravo stigao u zagrebačke kino dvorane.",1
14,2,6,"izuzev uspomena, u svojoj rodnoj grudi ostavila je još nešto – svoju neprežaljenu osnovnoškolsku simpatiju hae sunga (teo you) s kojim će se ponovno povezati nakon duge 24 godine što će poremetiti njezin odnos sa suprugom arthurom (john magaro).",1
33,1,85,"time šalje poruku da je on „master“, a laszlo je tek čistač cipela, kojem se bacaju kovanice…da bi se onda tražio povrat (uloženog?).",1
15,3,3,"publika je njegov proizvod progutala kao ajkula plivače, a ljudi su čekali na svoj red da kupe svoje ulaznice diljem cijelih blokova do kinodvorane i tako je, navodno, rođen pojam blockbuster koji se i danas koristi za megauspješne filmove.",0
38,1,31,glumica je u potpunosti zasjenila sve ostale članove glumačke ekipe i ukrala film.,0
13,4,12,"sandra na tu podjelu gleda složenije, u smislu da praktički briše njene jasne granice i posljedično smješta i stvarnost u domenu fikcije.",1
37,1,51,"povijesno je ta urota, ponekad zvana i druga katilinina urota.",1
16,2,9,njegov odnos sa domovim sinom je još jedna kul pojedinost u filmu i baš je odao utisak odnosa između strica i bratanca.,0
3,1,46,"ovako ostaje dojam da je film malo prerazvikan – iako on to nije, ali svakako se pitate jeste li nešto propustili.",2
17,2,15,"naravno da stvaranje jednog takvog svijeta uključuje mnogo cgi-ja, ali čini se da je ovaj u ponekim scenama kombiniram i sa praktičnim efektima, a ta kombinacija se pokazuje mnogo uspješnijom nego kad je sve prepušteno računalima.",0
11,3,34,"sam koncept filma ceste, u kojem na svakoj postaji čeka nova situacija, miče prazni hod i čini da se film od tek 109 minuta čini dužim (u pozitivnom smislu).",0
38,1,25,nastavak odnosa sa samuelom znači raspad obitelji i gubitak kontrole na poslu – prestanak znači povratak na stare dane bračnog seksualnog nezadovoljstva.,1
11,1,18,tijekom filma slika (fotografija) govori više od riječi – ne samo kada je riječ o prikazu ratnih zbivanja već u prikazu duševnog stanja glavnih protagonista odnosno psihičkom pucanju iskusnih novinara koji su (pre)živjeli ratne događaje i svjedoče brutalnom nasilju.,1
20,2,15,"uz to, venom ima nekoliko posebnih momenata u kojima koristi nove aspekte svojih moći, što osvježava akciju i doprinosi dinamici priče.",0
20,1,6,filmski je venom prilagođen mlađoj publici i komercijalni uspjeh nije izostao.,1
24,2,26,tu su i sve ostale scene gdje glazba nosi radnju i nije samo pozadinska buka atmosfere radi.,1
2,3,25,pogotovo kada ju u prikrajku možda čeka i prava ljubav… od zadnje ekranizacije bridget jones prošlo je devet godine.,1
37,1,11,"onda je uslijedila komedija „you’re a big boy now“, (fantasy) mjuzikl finian’s rainbow te road drama rain people (james caan i robert duvall u filmu sa odličnim stručnim kritikama).",1
29,1,20,"s druge strane ljudi (vlasnici, ali i oni koji pse nemaju) znaju biti okrutni prema psima.",1
5,2,23,"i tu film briljantno poentira u emocionalnom smislu, jer ta je promjena, to shvaćanje da je nadogradnja moguća, nešto što slama u svakom smislu i što daje onu nužnu kvalitetu ovome filmu koja ga izdiže iznad velikog broja radova koje smo gledali posljednjih godina.",0
2,3,30,"taj segment priče temelji se na njezinoj vlastitoj tragediji iz stvarnog života u kojoj je izgubila svog supruga kevina currana (preminuo nakon teške bolesti), inače jednog od scenarista i producenata popularnog animiranog tv serijala simpsoni (the simpsons, 1998.-2015.).",1
14,4,13,ova romantična drama zapravo je prvi film koji je režirala celine song.,1
14,4,11,sada su oboje odrasli ljudi i pitanje je imaju li više nešto zajedničko osim djetinjstva?,1
16,4,12,"nije problem – akcijske ludorije bez smisla kada je o radnji film riječ, postale su zaštitni znak serijala, ali one su ponovo preduge, zamorne, histerične, u trenucima zbog nervozne kamere i teško gledljive.",2
